review_text,rating,scrape_date,review_date,category,word_count
I came here with my cousin and her husband on a random Wednesday night since we were visiting. There was no cover cost. There were a lot guys to girls ratio. Overall I had a great time since I had great company with me. Shout out to the awesome bartender for the amazing free drinks all night! 😊 …,5,1/2/2026,1/2/2025,Drinks & Alcohol,59
I came here with my cousin and her husband on a random Wednesday night since we were visiting. There was no cover cost. There were a lot guys to girls ratio. Overall I had a great time since I had great company with me. Shout out to the awesome bartender for the amazing free drinks all night! 😊 …,5,1/2/2026,1/2/2025,Price & Entry,59
"Kinda average and not impressed… wait in line early to get in, if you add them on line you can get a discount on the cover charge, from $1k NTD to the discounted $800NTD or go on Wednesday when it’s ladies night and ladies can go in for …",2,1/2/2026,1/3/2023,Service & Staff,49
"Kinda average and not impressed… wait in line early to get in, if you add them on line you can get a discount on the cover charge, from $1k NTD to the discounted $800NTD or go on Wednesday when it’s ladies night and ladies can go in for …",2,1/2/2026,1/3/2023,Price & Entry,49
"Probably my favourite club in Taipei. Just as swanky as the ones in Xinyi, but feels more intimate. The light and sound system is top-notch",5,1/2/2026,1/4/2019,Music & DJ,25
"Probably my favourite club in Taipei. Just as swanky as the ones in Xinyi, but feels more intimate. The light and sound system is top-notch",5,1/2/2026,1/4/2019,Service & Staff,25
"We went on a Friday and everyone in the front row was doing drugs and dancing to stupid music. The DJ's performance was incredibly mediocre, he was jumping up and down but I couldn't see any artistry in his music. It was literally a drug …",1,1/2/2026,1/3/2024,Music & DJ,46
"The average age in this club is around 30 (a bit high) relatively more creepy guys at the dance floor vs. other nightclubs. However, the music and the vibe is awesome!!",3,1/2/2026,1/3/2024,Music & DJ,31
"The average age in this club is around 30 (a bit high) relatively more creepy guys at the dance floor vs. other nightclubs. However, the music and the vibe is awesome!!",3,1/2/2026,1/3/2024,Crowd & Atmosphere,31
Not bad. Would expect it to be a lil larger tho. Came on a weekday night. Most are tourists but not THAT crowded. Love the ladies dancing on stage and laser-man performance. Lighting is beautiful. Music is not too bad. Would recommend here for travelers clubbers.,4,1/2/2026,1/4/2019,Music & DJ,46
Not bad. Would expect it to be a lil larger tho. Came on a weekday night. Most are tourists but not THAT crowded. Love the ladies dancing on stage and laser-man performance. Lighting is beautiful. Music is not too bad. Would recommend here for travelers clubbers.,4,1/2/2026,1/4/2019,Crowd & Atmosphere,46
"There's no people,  no crowd. I have stayed here on Friday night May 31, 2019 for 1.5 hours. 1000 NTD for 3 drinks is so expensive and high price. …",1,1/2/2026,1/4/2020,Drinks & Alcohol,30
"There's no people,  no crowd. I have stayed here on Friday night May 31, 2019 for 1.5 hours. 1000 NTD for 3 drinks is so expensive and high price. …",1,1/2/2026,1/4/2020,Crowd & Atmosphere,30
"There's no people,  no crowd. I have stayed here on Friday night May 31, 2019 for 1.5 hours. 1000 NTD for 3 drinks is so expensive and high price. …",1,1/2/2026,1/4/2020,Service & Staff,30
"There's no people,  no crowd. I have stayed here on Friday night May 31, 2019 for 1.5 hours. 1000 NTD for 3 drinks is so expensive and high price. …",1,1/2/2026,1/4/2020,Price & Entry,30
"Awesome club. It was too great, very good dj Miss Ann. But not arrive too early. Everything start around 00:30",5,1/2/2026,1/4/2020,Music & DJ,20
Felt like a club for people who don’t know how to club. Very bro-ey crowd reminiscent of some of the messy clubs in Roppongi meant to milk people out of their money without caring deeply for the music and vibe. They somehow managed to make a Void Acoustics soundsystem sound bad…,2,1/2/2026,4/7/2025,Music & DJ,51
Felt like a club for people who don’t know how to club. Very bro-ey crowd reminiscent of some of the messy clubs in Roppongi meant to milk people out of their money without caring deeply for the music and vibe. They somehow managed to make a Void Acoustics soundsystem sound bad…,2,1/2/2026,4/7/2025,Crowd & Atmosphere,51
Felt like a club for people who don’t know how to club. Very bro-ey crowd reminiscent of some of the messy clubs in Roppongi meant to milk people out of their money without caring deeply for the music and vibe. They somehow managed to make a Void Acoustics soundsystem sound bad…,2,1/2/2026,4/7/2025,Price & Entry,51
Felt like a club for people who don’t know how to club. Very bro-ey crowd reminiscent of some of the messy clubs in Roppongi meant to milk people out of their money without caring deeply for the music and vibe. They somehow managed to make a Void Acoustics soundsystem sound bad…,2,1/2/2026,4/7/2025,Facilities & Safety,51
"The door girls are, as expected, unaccommodating if you aren’t VIP.  1,000 cover charge on Friday with 3 drinks, regardless if you intend to open …",4,1/2/2026,1/3/2021,Drinks & Alcohol,26
"The door girls are, as expected, unaccommodating if you aren’t VIP.  1,000 cover charge on Friday with 3 drinks, regardless if you intend to open …",4,1/2/2026,1/3/2021,Service & Staff,26
"The door girls are, as expected, unaccommodating if you aren’t VIP.  1,000 cover charge on Friday with 3 drinks, regardless if you intend to open …",4,1/2/2026,1/3/2021,Price & Entry,26
"The door girls are, as expected, unaccommodating if you aren’t VIP.  1,000 cover charge on Friday with 3 drinks, regardless if you intend to open …",4,1/2/2026,1/3/2021,Facilities & Safety,26
House music. Small dance floor. Pretty dark inside.  Popular place .,4,1/2/2026,8/5/2025,Music & DJ,11
House music. Small dance floor. Pretty dark inside.  Popular place .,4,1/2/2026,8/5/2025,Crowd & Atmosphere,11
House music. Small dance floor. Pretty dark inside.  Popular place .,4,1/2/2026,8/5/2025,Service & Staff,11
House music. Small dance floor. Pretty dark inside.  Popular place .,4,1/2/2026,8/5/2025,Facilities & Safety,11
"I mean, it’s a nightclub. Enough said.  They invite international DJ’s and performers often to keep things fresh, so it’s actually good on those specific days.",5,1/2/2026,1/3/2024,Music & DJ,26
"I mean, it’s a nightclub. Enough said.  They invite international DJ’s and performers often to keep things fresh, so it’s actually good on those specific days.",5,1/2/2026,1/3/2024,Facilities & Safety,26
"It was an absolute waste of time going here. Please, If you are considering please consider another place lol. Music is alright but I can imagine other places being better. I paid 500 twd for entrance, and it is not worth that at all.... …",1,1/2/2026,1/2/2025,Music & DJ,45
"It was an absolute waste of time going here. Please, If you are considering please consider another place lol. Music is alright but I can imagine other places being better. I paid 500 twd for entrance, and it is not worth that at all.... …",1,1/2/2026,1/2/2025,Price & Entry,45
"It was an absolute waste of time going here. Please, If you are considering please consider another place lol. Music is alright but I can imagine other places being better. I paid 500 twd for entrance, and it is not worth that at all.... …",1,1/2/2026,1/2/2025,Facilities & Safety,45
800 nt entry fees on weekends with one drink,4,1/2/2026,1/2/2025,Drinks & Alcohol,9
800 nt entry fees on weekends with one drink,4,1/2/2026,1/2/2025,Price & Entry,9
Bought long island tea...mehhhh.. only like ice lemon tea... NO KICK!  Bad DJ music.. DOM DOM DOM music... Very low level DJ-ing... Watch ur crowd.. …,1,1/2/2026,1/2/2025,Music & DJ,26
Bought long island tea...mehhhh.. only like ice lemon tea... NO KICK!  Bad DJ music.. DOM DOM DOM music... Very low level DJ-ing... Watch ur crowd.. …,1,1/2/2026,1/2/2025,Crowd & Atmosphere,26
"The most legit night club in Taipei! The decor and production is honestly on the next level and not to mention the new renovated bar at the middle – absolutely stunning and gorgeous. This was my third time going to Omni with my ladies, we …",5,1/2/2026,1/3/2023,Drinks & Alcohol,46
"The most legit night club in Taipei! The decor and production is honestly on the next level and not to mention the new renovated bar at the middle – absolutely stunning and gorgeous. This was my third time going to Omni with my ladies, we …",5,1/2/2026,1/3/2023,Service & Staff,46
"Dishonest bartender!! Took advantage as I'm foreign. I paid for the cover charge at the entrance for the wristband which I didn't know entitled me to free drinks. Bartender did not inform me and still charged me for the drinks I ordered, …",1,1/2/2026,1/3/2024,Drinks & Alcohol,43
"Dishonest bartender!! Took advantage as I'm foreign. I paid for the cover charge at the entrance for the wristband which I didn't know entitled me to free drinks. Bartender did not inform me and still charged me for the drinks I ordered, …",1,1/2/2026,1/3/2024,Price & Entry,43
"As far as night clubs go it was ok. Vibe was a 6 out of 10 - semi-enthusiastic dancing, and a moderate amount of smiling when I looked around the crowd. There was violin performance which I thought was awesome but the crowd sort of …",3,1/2/2026,1/3/2024,Crowd & Atmosphere,46
Dope EDM club. Clean and not too hot with friendly staff. DJ and crowd are high energy. …,5,1/2/2026,1/3/2024,Music & DJ,18
Dope EDM club. Clean and not too hot with friendly staff. DJ and crowd are high energy. …,5,1/2/2026,1/3/2024,Crowd & Atmosphere,18
Dope EDM club. Clean and not too hot with friendly staff. DJ and crowd are high energy. …,5,1/2/2026,1/3/2024,Service & Staff,18
Dope EDM club. Clean and not too hot with friendly staff. DJ and crowd are high energy. …,5,1/2/2026,1/3/2024,Facilities & Safety,18
The place isnt really that great to meet new people - poor ratio and relatively older crowd. People at the door are relatively friendlier but inside has little management for the tables. …,3,1/2/2026,1/3/2024,Crowd & Atmosphere,33
The place isnt really that great to meet new people - poor ratio and relatively older crowd. People at the door are relatively friendlier but inside has little management for the tables. …,3,1/2/2026,1/3/2024,Service & Staff,33
The place isnt really that great to meet new people - poor ratio and relatively older crowd. People at the door are relatively friendlier but inside has little management for the tables. …,3,1/2/2026,1/3/2024,Facilities & Safety,33
"Terrible music, just loud and tasteless. The light effects were cool,  but couldn't make up for the dry and boring atmosphere. One of the worst nightclub I've ever been to. The bouncers and the staff are nice and attentive though.",1,1/2/2026,1/3/2024,Music & DJ,40
"Terrible music, just loud and tasteless. The light effects were cool,  but couldn't make up for the dry and boring atmosphere. One of the worst nightclub I've ever been to. The bouncers and the staff are nice and attentive though.",1,1/2/2026,1/3/2024,Crowd & Atmosphere,40
"Terrible music, just loud and tasteless. The light effects were cool,  but couldn't make up for the dry and boring atmosphere. One of the worst nightclub I've ever been to. The bouncers and the staff are nice and attentive though.",1,1/2/2026,1/3/2024,Service & Staff,40
"The ladies at the reception area were rude and dismissive. I would give 0 star to that first impression. Club located at the 5th floor after entry process. The club plays great music with the DJ vibing with the crowd. Great bartenders, …",5,1/2/2026,1/3/2024,Music & DJ,43
"The ladies at the reception area were rude and dismissive. I would give 0 star to that first impression. Club located at the 5th floor after entry process. The club plays great music with the DJ vibing with the crowd. Great bartenders, …",5,1/2/2026,1/3/2024,Drinks & Alcohol,43
"The ladies at the reception area were rude and dismissive. I would give 0 star to that first impression. Club located at the 5th floor after entry process. The club plays great music with the DJ vibing with the crowd. Great bartenders, …",5,1/2/2026,1/3/2024,Crowd & Atmosphere,43
"The ladies at the reception area were rude and dismissive. I would give 0 star to that first impression. Club located at the 5th floor after entry process. The club plays great music with the DJ vibing with the crowd. Great bartenders, …",5,1/2/2026,1/3/2024,Service & Staff,43
"The ladies at the reception area were rude and dismissive. I would give 0 star to that first impression. Club located at the 5th floor after entry process. The club plays great music with the DJ vibing with the crowd. Great bartenders, …",5,1/2/2026,1/3/2024,Price & Entry,43
I went here to meet friends who were already in the club only to be turned down. I was told no open toe shoes. My friend who was inside sent me the attached photo of people wearing the same type of shoe I was wearing. Not sure what their exact reason is for discriminating.,1,1/2/2026,1/3/2022,Crowd & Atmosphere,54
I went here to meet friends who were already in the club only to be turned down. I was told no open toe shoes. My friend who was inside sent me the attached photo of people wearing the same type of shoe I was wearing. Not sure what their exact reason is for discriminating.,1,1/2/2026,1/3/2022,Facilities & Safety,54
"Had an awesome awesome time here with friends - great dance music and DJ's, no problems with bouncers or staff, got in for free (ladies night on Friday...? Not sure...) and great laser light effects and smoke ~ only thing is, bathrooms are …",5,1/2/2026,1/3/2021,Music & DJ,44
"Had an awesome awesome time here with friends - great dance music and DJ's, no problems with bouncers or staff, got in for free (ladies night on Friday...? Not sure...) and great laser light effects and smoke ~ only thing is, bathrooms are …",5,1/2/2026,1/3/2021,Crowd & Atmosphere,44
"Had an awesome awesome time here with friends - great dance music and DJ's, no problems with bouncers or staff, got in for free (ladies night on Friday...? Not sure...) and great laser light effects and smoke ~ only thing is, bathrooms are …",5,1/2/2026,1/3/2021,Service & Staff,44
"Had an awesome awesome time here with friends - great dance music and DJ's, no problems with bouncers or staff, got in for free (ladies night on Friday...? Not sure...) and great laser light effects and smoke ~ only thing is, bathrooms are …",5,1/2/2026,1/3/2021,Price & Entry,44
"Had an awesome awesome time here with friends - great dance music and DJ's, no problems with bouncers or staff, got in for free (ladies night on Friday...? Not sure...) and great laser light effects and smoke ~ only thing is, bathrooms are …",5,1/2/2026,1/3/2021,Facilities & Safety,44
"First nightclub I’ve been to here in Taipei, highly recommend. Grab a table if you can and just mingle amongst the locals or other people from around the world. Vibes was good",5,1/2/2026,1/3/2024,Crowd & Atmosphere,32
Nice place and fun!! staff in general is good expected those front counter staff is impolite.,4,1/2/2026,1/4/2019,Crowd & Atmosphere,16
Nice place and fun!! staff in general is good expected those front counter staff is impolite.,4,1/2/2026,1/4/2019,Service & Staff,16
Nice place and fun!! staff in general is good expected those front counter staff is impolite.,4,1/2/2026,1/4/2019,Facilities & Safety,16
"Big no no to DJ Zeint… the crowd just couldn’t relate to his music, only loud and tasteless… Dance floor was half empty the whole time he performed. Apart from that, service and drinks were superb.",3,1/2/2026,1/3/2024,Music & DJ,36
"Big no no to DJ Zeint… the crowd just couldn’t relate to his music, only loud and tasteless… Dance floor was half empty the whole time he performed. Apart from that, service and drinks were superb.",3,1/2/2026,1/3/2024,Drinks & Alcohol,36
"Big no no to DJ Zeint… the crowd just couldn’t relate to his music, only loud and tasteless… Dance floor was half empty the whole time he performed. Apart from that, service and drinks were superb.",3,1/2/2026,1/3/2024,Crowd & Atmosphere,36
"Big no no to DJ Zeint… the crowd just couldn’t relate to his music, only loud and tasteless… Dance floor was half empty the whole time he performed. Apart from that, service and drinks were superb.",3,1/2/2026,1/3/2024,Service & Staff,36
AVOID THIS PLACE IF YOU CAN. My experience here was TERRIBLE.  All guests including me and my friend had been waiting in line for literally 50 mins just to learn that they are still cleaning up the dance floor and it was 11:30PM. When we …,1,1/2/2026,1/3/2021,Crowd & Atmosphere,46
AVOID THIS PLACE IF YOU CAN. My experience here was TERRIBLE.  All guests including me and my friend had been waiting in line for literally 50 mins just to learn that they are still cleaning up the dance floor and it was 11:30PM. When we …,1,1/2/2026,1/3/2021,Facilities & Safety,46
"Don’t come early, pretty dead.  800NT for 6 drinks, not bad at all.  Overall pretty good, wish there were more people.",4,1/2/2026,1/2/2025,Drinks & Alcohol,21
"Don’t come early, pretty dead.  800NT for 6 drinks, not bad at all.  Overall pretty good, wish there were more people.",4,1/2/2026,1/2/2025,Crowd & Atmosphere,21
"Don’t come early, pretty dead.  800NT for 6 drinks, not bad at all.  Overall pretty good, wish there were more people.",4,1/2/2026,1/2/2025,Service & Staff,21
"False advertisement. When the staff at the door was shown photo evidence of them not playing what was advertised for the night (mind you the line was about 2hrs), she brushed it off …",1,1/2/2026,1/2/2025,Crowd & Atmosphere,34
"False advertisement. When the staff at the door was shown photo evidence of them not playing what was advertised for the night (mind you the line was about 2hrs), she brushed it off …",1,1/2/2026,1/2/2025,Service & Staff,34
"Male bar tender is awesome , fun and made the trip worth while, the 2 ladies seemed un Uuinstreded.  But a dam fun night thanks to him.  Thanks Ray",4,1/2/2026,1/2/2025,Drinks & Alcohol,29
"Male bar tender is awesome , fun and made the trip worth while, the 2 ladies seemed un Uuinstreded.  But a dam fun night thanks to him.  Thanks Ray",4,1/2/2026,1/2/2025,Crowd & Atmosphere,29
"Male bar tender is awesome , fun and made the trip worth while, the 2 ladies seemed un Uuinstreded.  But a dam fun night thanks to him.  Thanks Ray",4,1/2/2026,1/2/2025,Price & Entry,29
Too loud. Too crowded. Overdressed pushy people. Party for social status more than joy,3,1/2/2026,4/7/2025,Crowd & Atmosphere,14
"Would be 5 stars if they had a designated smoking area and the bartenders at least pretended to enjoy being there. Music was good but once it gets busy, the dance floor can be easily inundated which people standing around and ashing there …",3,1/2/2026,1/4/2019,Music & DJ,44
"Would be 5 stars if they had a designated smoking area and the bartenders at least pretended to enjoy being there. Music was good but once it gets busy, the dance floor can be easily inundated which people standing around and ashing there …",3,1/2/2026,1/4/2019,Drinks & Alcohol,44
"Would be 5 stars if they had a designated smoking area and the bartenders at least pretended to enjoy being there. Music was good but once it gets busy, the dance floor can be easily inundated which people standing around and ashing there …",3,1/2/2026,1/4/2019,Crowd & Atmosphere,44
"Would be 5 stars if they had a designated smoking area and the bartenders at least pretended to enjoy being there. Music was good but once it gets busy, the dance floor can be easily inundated which people standing around and ashing there …",3,1/2/2026,1/4/2019,Service & Staff,44
"Would be 5 stars if they had a designated smoking area and the bartenders at least pretended to enjoy being there. Music was good but once it gets busy, the dance floor can be easily inundated which people standing around and ashing there …",3,1/2/2026,1/4/2019,Facilities & Safety,44
"I went to this place a few times in 2012 when it was known as Luxy. They demolished and renovated the interior and it feels like an entirely new club. One large dance room now instead of two, and they still have an upper level where you can …",4,1/2/2026,1/4/2017,Facilities & Safety,49
This is the best nightclub in Taipei! Jerry the bartender upstairs is very entertaining and always keeps us laughing and having a great time! Can’t wait for my next visit! 5 stars ⭐️ ⭐️ ⭐️ ⭐️ ⭐️,5,1/2/2026,1/4/2020,Drinks & Alcohol,37
This is the best nightclub in Taipei! Jerry the bartender upstairs is very entertaining and always keeps us laughing and having a great time! Can’t wait for my next visit! 5 stars ⭐️ ⭐️ ⭐️ ⭐️ ⭐️,5,1/2/2026,1/4/2020,Crowd & Atmosphere,37
"It's an absolute fixture of Taipei nightlife, mostly due to two things: first, the legacy as the once-legendary Luxy, and second, the design awards the new iteration has won. Has a great stable of both male and female dancers, and a decent …",4,1/2/2026,1/4/2019,Facilities & Safety,43
Asked one of their staffs where I could buy a ticket and she just completely ignored me and started talking to other guests behind me right away. I thought it was because I spoke English to her but there was another foreigner who spoke …,1,1/2/2026,1/3/2023,Service & Staff,45
Asked one of their staffs where I could buy a ticket and she just completely ignored me and started talking to other guests behind me right away. I thought it was because I spoke English to her but there was another foreigner who spoke …,1,1/2/2026,1/3/2023,Price & Entry,45
I went to OMNI a while ago when I was in Taipei.  I had a great time.  I got to the club at 10:30 P.M. and there was almost no line to get in.  There is a quick security check like at airports.  I was only 17 when I went clubbing here. …,5,1/2/2026,1/3/2021,Crowd & Atmosphere,53
I went to OMNI a while ago when I was in Taipei.  I had a great time.  I got to the club at 10:30 P.M. and there was almost no line to get in.  There is a quick security check like at airports.  I was only 17 when I went clubbing here. …,5,1/2/2026,1/3/2021,Service & Staff,53
"This place was awful. Save your precious time and avoid this scam of a club. If you frequent the night scene in Taipei, you'll know that the 1650NTD they charged as an entrance fee is RIDICULOUS. Have table service? Don't worry, they'll …",1,1/2/2026,1/4/2018,Service & Staff,43
"This place was awful. Save your precious time and avoid this scam of a club. If you frequent the night scene in Taipei, you'll know that the 1650NTD they charged as an entrance fee is RIDICULOUS. Have table service? Don't worry, they'll …",1,1/2/2026,1/4/2018,Price & Entry,43
"This place was awful. Save your precious time and avoid this scam of a club. If you frequent the night scene in Taipei, you'll know that the 1650NTD they charged as an entrance fee is RIDICULOUS. Have table service? Don't worry, they'll …",1,1/2/2026,1/4/2018,Facilities & Safety,43
The atmosphere here is great! Wednesday night is ladies night and I had the time of my life. The security made me feel safe and they were very nice! 10/10 will go again,5,1/2/2026,1/4/2020,Crowd & Atmosphere,33
The atmosphere here is great! Wednesday night is ladies night and I had the time of my life. The security made me feel safe and they were very nice! 10/10 will go again,5,1/2/2026,1/4/2020,Service & Staff,33
The atmosphere here is great! Wednesday night is ladies night and I had the time of my life. The security made me feel safe and they were very nice! 10/10 will go again,5,1/2/2026,1/4/2020,Facilities & Safety,33
"Ok, here is the thing, I can’t criticise any stars cuz believe it or not?! I’m not even allowed to get in!!! First of all, there is not written anywhere about guys wearing sleeveless is prohibited.  Second of all sleeveless means you see …",1,1/2/2026,1/3/2024,Service & Staff,44
300 fee in week with one glass its ok But this club is reallyfor big group or rich people to want spend 2500 twd per table. …,1,1/2/2026,1/3/2021,Crowd & Atmosphere,27
"Surprisingly courteous staff for a club. Had to try out the local Taiwanese club, and the prices were reasonable. For having to deal with a lot of people under the influence, the staff were quite patient. They tell you all the options, …",3,1/2/2026,1/4/2019,Crowd & Atmosphere,43
"Surprisingly courteous staff for a club. Had to try out the local Taiwanese club, and the prices were reasonable. For having to deal with a lot of people under the influence, the staff were quite patient. They tell you all the options, …",3,1/2/2026,1/4/2019,Service & Staff,43
"Surprisingly courteous staff for a club. Had to try out the local Taiwanese club, and the prices were reasonable. For having to deal with a lot of people under the influence, the staff were quite patient. They tell you all the options, …",3,1/2/2026,1/4/2019,Price & Entry,43
"Insane night club in the heart of Taipei. Apparently won some global award as the world's best club - how can you not visit right. 1,000ntd for entrance for guys, and 700 for ladies. Pretty good experience for a Saturday evening. Jaw droppingly surprised at the stage dancers next to the DJ. Amazing.",5,1/2/2026,1/4/2017,Music & DJ,53
"Insane night club in the heart of Taipei. Apparently won some global award as the world's best club - how can you not visit right. 1,000ntd for entrance for guys, and 700 for ladies. Pretty good experience for a Saturday evening. Jaw droppingly surprised at the stage dancers next to the DJ. Amazing.",5,1/2/2026,1/4/2017,Service & Staff,53
"Insane night club in the heart of Taipei. Apparently won some global award as the world's best club - how can you not visit right. 1,000ntd for entrance for guys, and 700 for ladies. Pretty good experience for a Saturday evening. Jaw droppingly surprised at the stage dancers next to the DJ. Amazing.",5,1/2/2026,1/4/2017,Price & Entry,53
"I came here because they won an award for best sound system. I personally couldn't tell the difference, but the venue was large and had great lights. It was pretty easy to get in as a guy just paying cover, which came with two drinks. The crowd seemed to have a lot of foreigners.",5,1/2/2026,1/4/2018,Music & DJ,54
"I came here because they won an award for best sound system. I personally couldn't tell the difference, but the venue was large and had great lights. It was pretty easy to get in as a guy just paying cover, which came with two drinks. The crowd seemed to have a lot of foreigners.",5,1/2/2026,1/4/2018,Drinks & Alcohol,54
"I came here because they won an award for best sound system. I personally couldn't tell the difference, but the venue was large and had great lights. It was pretty easy to get in as a guy just paying cover, which came with two drinks. The crowd seemed to have a lot of foreigners.",5,1/2/2026,1/4/2018,Crowd & Atmosphere,54
"I came here because they won an award for best sound system. I personally couldn't tell the difference, but the venue was large and had great lights. It was pretty easy to get in as a guy just paying cover, which came with two drinks. The crowd seemed to have a lot of foreigners.",5,1/2/2026,1/4/2018,Service & Staff,54
"I came here because they won an award for best sound system. I personally couldn't tell the difference, but the venue was large and had great lights. It was pretty easy to get in as a guy just paying cover, which came with two drinks. The crowd seemed to have a lot of foreigners.",5,1/2/2026,1/4/2018,Price & Entry,54
"Great music, performance and lighting!!! However, there are times when specific DJ is unable to work the crowd, then the while scene becomes awkward :/ but it's your luck so make the most of it ;)",4,1/2/2026,1/4/2019,Music & DJ,36
"Great music, performance and lighting!!! However, there are times when specific DJ is unable to work the crowd, then the while scene becomes awkward :/ but it's your luck so make the most of it ;)",4,1/2/2026,1/4/2019,Crowd & Atmosphere,36
"I had a great time! I loved the music and the drinks were tasty, the security there is great and makes me feel safe. Definitely will go back 10/10",5,1/2/2026,1/4/2020,Music & DJ,29
"I had a great time! I loved the music and the drinks were tasty, the security there is great and makes me feel safe. Definitely will go back 10/10",5,1/2/2026,1/4/2020,Drinks & Alcohol,29
"I had a great time! I loved the music and the drinks were tasty, the security there is great and makes me feel safe. Definitely will go back 10/10",5,1/2/2026,1/4/2020,Service & Staff,29
"I had a great time! I loved the music and the drinks were tasty, the security there is great and makes me feel safe. Definitely will go back 10/10",5,1/2/2026,1/4/2020,Facilities & Safety,29
Really fancy lighting. Music is more like electronic music which not prefect for dance mode. The whole club is surrounded by smoky atmosphere. The drink is good.,3,1/2/2026,1/4/2019,Music & DJ,27
Really fancy lighting. Music is more like electronic music which not prefect for dance mode. The whole club is surrounded by smoky atmosphere. The drink is good.,3,1/2/2026,1/4/2019,Drinks & Alcohol,27
Really fancy lighting. Music is more like electronic music which not prefect for dance mode. The whole club is surrounded by smoky atmosphere. The drink is good.,3,1/2/2026,1/4/2019,Crowd & Atmosphere,27
Really fancy lighting. Music is more like electronic music which not prefect for dance mode. The whole club is surrounded by smoky atmosphere. The drink is good.,3,1/2/2026,1/4/2019,Service & Staff,27
"Had a great time, loved the music! The ticket price was a little much but since it gives three drinks I was all about it. 10/10 would go again next time I’m in Taiwan",5,1/2/2026,1/4/2020,Music & DJ,34
"Had a great time, loved the music! The ticket price was a little much but since it gives three drinks I was all about it. 10/10 would go again next time I’m in Taiwan",5,1/2/2026,1/4/2020,Drinks & Alcohol,34
"Had a great time, loved the music! The ticket price was a little much but since it gives three drinks I was all about it. 10/10 would go again next time I’m in Taiwan",5,1/2/2026,1/4/2020,Service & Staff,34
"Had a great time, loved the music! The ticket price was a little much but since it gives three drinks I was all about it. 10/10 would go again next time I’m in Taiwan",5,1/2/2026,1/4/2020,Price & Entry,34
"It is a nice club when they have nice DJs, but for late comers, (arriving after 3 am), I think its a little cheeky to charge 1200NT (40 USD), just for entrance fee (pretty empty floor)",2,1/2/2026,1/4/2017,Music & DJ,36
"It is a nice club when they have nice DJs, but for late comers, (arriving after 3 am), I think its a little cheeky to charge 1200NT (40 USD), just for entrance fee (pretty empty floor)",2,1/2/2026,1/4/2017,Crowd & Atmosphere,36
"It is a nice club when they have nice DJs, but for late comers, (arriving after 3 am), I think its a little cheeky to charge 1200NT (40 USD), just for entrance fee (pretty empty floor)",2,1/2/2026,1/4/2017,Service & Staff,36
"The diversity of music offered in this club is  limited, which makes for a fairly dull experience after hearing the same songs a few times. Also getting drinks is typically a nightmare as the bar is usually seemingly understaffed.",3,1/2/2026,1/4/2018,Music & DJ,39
