review_text,rating,scrape_date,review_date,category,word_count
The rudest and most obnoxious experience I had during my trip to Taipei. Seems every employee is intentionally being rude and obnoxious. Maybe because they think it’s cool and hip? Host’s wouldn’t tell us if there was a table available …,1,1/2/2026,1/3/2024,Service & Staff,41
"Great crowd and nice bar. As many suggested, service wasnt great, but we did get some good service also. Went back here again.",4,1/2/2026,1/4/2018,Drinks & Alcohol,23
"Great crowd and nice bar. As many suggested, service wasnt great, but we did get some good service also. Went back here again.",4,1/2/2026,1/4/2018,Crowd & Atmosphere,23
"Great crowd and nice bar. As many suggested, service wasnt great, but we did get some good service also. Went back here again.",4,1/2/2026,1/4/2018,Service & Staff,23
"Great crowd and nice bar. As many suggested, service wasnt great, but we did get some good service also. Went back here again.",4,1/2/2026,1/4/2018,Facilities & Safety,23
"Amazing place, my friend goes to the toilet, but she is disappear………",4,1/2/2026,1/2/2025,Facilities & Safety,12
"A cool cats bar. This place has a style all of its own. Drinks are strong, affordable and service was amazing. Layout is small and has few areas to dance but the music is good and it's the perfect place to mingle. If you're with a crowd then book a table, if not then head to the balcony for a great view of Taipei.",4,1/2/2026,1/4/2020,Music & DJ,64
"A cool cats bar. This place has a style all of its own. Drinks are strong, affordable and service was amazing. Layout is small and has few areas to dance but the music is good and it's the perfect place to mingle. If you're with a crowd then book a table, if not then head to the balcony for a great view of Taipei.",4,1/2/2026,1/4/2020,Drinks & Alcohol,64
"A cool cats bar. This place has a style all of its own. Drinks are strong, affordable and service was amazing. Layout is small and has few areas to dance but the music is good and it's the perfect place to mingle. If you're with a crowd then book a table, if not then head to the balcony for a great view of Taipei.",4,1/2/2026,1/4/2020,Crowd & Atmosphere,64
"A cool cats bar. This place has a style all of its own. Drinks are strong, affordable and service was amazing. Layout is small and has few areas to dance but the music is good and it's the perfect place to mingle. If you're with a crowd then book a table, if not then head to the balcony for a great view of Taipei.",4,1/2/2026,1/4/2020,Service & Staff,64
"A cool cats bar. This place has a style all of its own. Drinks are strong, affordable and service was amazing. Layout is small and has few areas to dance but the music is good and it's the perfect place to mingle. If you're with a crowd then book a table, if not then head to the balcony for a great view of Taipei.",4,1/2/2026,1/4/2020,Facilities & Safety,64
Enjoyed the service and having a place to sit. They will ask you to pay before receiving your beverage at the tables.,5,1/2/2026,1/4/2020,Service & Staff,22
Enjoyed the service and having a place to sit. They will ask you to pay before receiving your beverage at the tables.,5,1/2/2026,1/4/2020,Price & Entry,22
Enjoyed the service and having a place to sit. They will ask you to pay before receiving your beverage at the tables.,5,1/2/2026,1/4/2020,Facilities & Safety,22
"Great place to start the night out in Taipei! Has nice views of the Xinyi Area, nice seats and attracts a trendy crowd! For the quality and selection of drinks, this is also one of the places I have been served the fastest! Do keep in mind …",5,1/2/2026,1/4/2019,Drinks & Alcohol,48
"Great place to start the night out in Taipei! Has nice views of the Xinyi Area, nice seats and attracts a trendy crowd! For the quality and selection of drinks, this is also one of the places I have been served the fastest! Do keep in mind …",5,1/2/2026,1/4/2019,Crowd & Atmosphere,48
"Great place to start the night out in Taipei! Has nice views of the Xinyi Area, nice seats and attracts a trendy crowd! For the quality and selection of drinks, this is also one of the places I have been served the fastest! Do keep in mind …",5,1/2/2026,1/4/2019,Facilities & Safety,48
Great place to eat and look at the city lights at night. Close to Taipei 101. Food and drinks was amazing.,5,1/2/2026,4/7/2025,Drinks & Alcohol,21
Great place to eat and look at the city lights at night. Close to Taipei 101. Food and drinks was amazing.,5,1/2/2026,4/7/2025,Facilities & Safety,21
Frank was a great lounge / bar for drinks with a view... and the service was exemplary and accommodating. We ended up grabbing an outside table for 5 for $5000NT and had a nice large chaise and some small stools with a table. The evening was overcast but it was still awesome to see the 101 so up close and personal...,4,1/2/2026,1/4/2020,Drinks & Alcohol,61
Frank was a great lounge / bar for drinks with a view... and the service was exemplary and accommodating. We ended up grabbing an outside table for 5 for $5000NT and had a nice large chaise and some small stools with a table. The evening was overcast but it was still awesome to see the 101 so up close and personal...,4,1/2/2026,1/4/2020,Service & Staff,61
Frank was a great lounge / bar for drinks with a view... and the service was exemplary and accommodating. We ended up grabbing an outside table for 5 for $5000NT and had a nice large chaise and some small stools with a table. The evening was overcast but it was still awesome to see the 101 so up close and personal...,4,1/2/2026,1/4/2020,Facilities & Safety,61
"Way overpriced, poor quality drinks and poor layout. The only saving grace is the view, but not worth it otherwise. Also really overcrowded and the security often randomly (and illegally) limit your access to the public elevators in favor of ""VIP"" customers.",1,1/2/2026,1/4/2020,Drinks & Alcohol,42
"Way overpriced, poor quality drinks and poor layout. The only saving grace is the view, but not worth it otherwise. Also really overcrowded and the security often randomly (and illegally) limit your access to the public elevators in favor of ""VIP"" customers.",1,1/2/2026,1/4/2020,Crowd & Atmosphere,42
"Way overpriced, poor quality drinks and poor layout. The only saving grace is the view, but not worth it otherwise. Also really overcrowded and the security often randomly (and illegally) limit your access to the public elevators in favor of ""VIP"" customers.",1,1/2/2026,1/4/2020,Service & Staff,42
"Way overpriced, poor quality drinks and poor layout. The only saving grace is the view, but not worth it otherwise. Also really overcrowded and the security often randomly (and illegally) limit your access to the public elevators in favor of ""VIP"" customers.",1,1/2/2026,1/4/2020,Price & Entry,42
"Way overpriced, poor quality drinks and poor layout. The only saving grace is the view, but not worth it otherwise. Also really overcrowded and the security often randomly (and illegally) limit your access to the public elevators in favor of ""VIP"" customers.",1,1/2/2026,1/4/2020,Facilities & Safety,42
"Empty bar. Two people had just left. Granted we do not have reservations, but wanted a drink. We were ushered to outside in a corner. Watching the empty bar. My wife asked if we could have a seat at the bar where people had just left, …",1,1/2/2026,1/3/2022,Drinks & Alcohol,47
"Empty bar. Two people had just left. Granted we do not have reservations, but wanted a drink. We were ushered to outside in a corner. Watching the empty bar. My wife asked if we could have a seat at the bar where people had just left, …",1,1/2/2026,1/3/2022,Crowd & Atmosphere,47
"Large roof terrace with a view of the 101 tower. Interestingly there's a set of swings (yes, like the ones you find in kids playgrounds) arranged into a circle and set on an elevated area which is good for photos. Entry fee is NTD$500 which …",5,1/2/2026,1/4/2018,Crowd & Atmosphere,46
"Large roof terrace with a view of the 101 tower. Interestingly there's a set of swings (yes, like the ones you find in kids playgrounds) arranged into a circle and set on an elevated area which is good for photos. Entry fee is NTD$500 which …",5,1/2/2026,1/4/2018,Price & Entry,46
"Large roof terrace with a view of the 101 tower. Interestingly there's a set of swings (yes, like the ones you find in kids playgrounds) arranged into a circle and set on an elevated area which is good for photos. Entry fee is NTD$500 which …",5,1/2/2026,1/4/2018,Facilities & Safety,46
Most enjoyable night. Patio and bar area are both great for an intimate evening. Champagne selection is excellent!,5,1/2/2026,1/2/2025,Drinks & Alcohol,18
This is a good spot! Nice rooftop. Drinks are expensive.. service isn't the best.,3,1/2/2026,1/4/2018,Drinks & Alcohol,14
This is a good spot! Nice rooftop. Drinks are expensive.. service isn't the best.,3,1/2/2026,1/4/2018,Service & Staff,14
This is a good spot! Nice rooftop. Drinks are expensive.. service isn't the best.,3,1/2/2026,1/4/2018,Price & Entry,14
"The DJ is terrible, but nice view. DJs play R&B but don’t know how to mix or what language they’re listening to. Kinda embarrassing",2,1/2/2026,1/2/2025,Music & DJ,24
"The DJ is terrible, but nice view. DJs play R&B but don’t know how to mix or what language they’re listening to. Kinda embarrassing",2,1/2/2026,1/2/2025,Drinks & Alcohol,24
"Great view, great place to have a chill. Service was excellent, but... waited 20 minutes for a glass of Heineken. Like shouldn't be the easiest and fastest drink to get out from the tap?",4,1/2/2026,1/4/2019,Drinks & Alcohol,34
"Great view, great place to have a chill. Service was excellent, but... waited 20 minutes for a glass of Heineken. Like shouldn't be the easiest and fastest drink to get out from the tap?",4,1/2/2026,1/4/2019,Service & Staff,34
"Great view, great place to have a chill. Service was excellent, but... waited 20 minutes for a glass of Heineken. Like shouldn't be the easiest and fastest drink to get out from the tap?",4,1/2/2026,1/4/2019,Facilities & Safety,34
"Very crowded the night I went. Music was mostly top 40 pop, though there wasn't much room to dance.  Still had a fun time, met some cool people, hung out on the balcony. Would go again.",4,1/2/2026,1/4/2020,Music & DJ,36
"Very crowded the night I went. Music was mostly top 40 pop, though there wasn't much room to dance.  Still had a fun time, met some cool people, hung out on the balcony. Would go again.",4,1/2/2026,1/4/2020,Crowd & Atmosphere,36
Awesome lounge with outdoor area overlooking Taipei 101 building. Drinks are good too. Customer service could be improved but it's decent overall.,5,1/2/2026,1/3/2024,Drinks & Alcohol,22
Awesome lounge with outdoor area overlooking Taipei 101 building. Drinks are good too. Customer service could be improved but it's decent overall.,5,1/2/2026,1/3/2024,Service & Staff,22
"Hate it when they charge you cover before asking if you're buying a bottle. I hate cover charge drinks and doesn't mean I could not afford a bottle myself. View was soso, obviously cheap cover charge drinks. Service was rude, don't bother wasting money and time in such horrendous place",1,1/2/2026,1/4/2020,Drinks & Alcohol,50
"Hate it when they charge you cover before asking if you're buying a bottle. I hate cover charge drinks and doesn't mean I could not afford a bottle myself. View was soso, obviously cheap cover charge drinks. Service was rude, don't bother wasting money and time in such horrendous place",1,1/2/2026,1/4/2020,Service & Staff,50
"Hate it when they charge you cover before asking if you're buying a bottle. I hate cover charge drinks and doesn't mean I could not afford a bottle myself. View was soso, obviously cheap cover charge drinks. Service was rude, don't bother wasting money and time in such horrendous place",1,1/2/2026,1/4/2020,Price & Entry,50
"Hate it when they charge you cover before asking if you're buying a bottle. I hate cover charge drinks and doesn't mean I could not afford a bottle myself. View was soso, obviously cheap cover charge drinks. Service was rude, don't bother wasting money and time in such horrendous place",1,1/2/2026,1/4/2020,Facilities & Safety,50
"I like going to Frank Taipei. Although the drinks are on the pricier side around 400NT, the entrance is free. The music is diverse and nice and you can choose to be inside or outside. And the bartenders are really nice",4,1/2/2026,1/3/2021,Music & DJ,41
"I like going to Frank Taipei. Although the drinks are on the pricier side around 400NT, the entrance is free. The music is diverse and nice and you can choose to be inside or outside. And the bartenders are really nice",4,1/2/2026,1/3/2021,Drinks & Alcohol,41
"I like going to Frank Taipei. Although the drinks are on the pricier side around 400NT, the entrance is free. The music is diverse and nice and you can choose to be inside or outside. And the bartenders are really nice",4,1/2/2026,1/3/2021,Service & Staff,41
"I like going to Frank Taipei. Although the drinks are on the pricier side around 400NT, the entrance is free. The music is diverse and nice and you can choose to be inside or outside. And the bartenders are really nice",4,1/2/2026,1/3/2021,Price & Entry,41
"Even though I had an unpleasant encounter with a Bartender, I’ll be fair with my review for this place for the sake of other guests and bar owners. Besides, water under the bridge. …",4,1/2/2026,1/4/2019,Drinks & Alcohol,34
"Even though I had an unpleasant encounter with a Bartender, I’ll be fair with my review for this place for the sake of other guests and bar owners. Besides, water under the bridge. …",4,1/2/2026,1/4/2019,Crowd & Atmosphere,34
"Even though I had an unpleasant encounter with a Bartender, I’ll be fair with my review for this place for the sake of other guests and bar owners. Besides, water under the bridge. …",4,1/2/2026,1/4/2019,Facilities & Safety,34
"One star for a view! Music is not good, DJ don’t even looking around if people dancing/moving. Employee in entrance not polite, unfriendly. Only Bar tenders and waitresses are nice.",1,1/2/2026,1/3/2023,Music & DJ,30
"One star for a view! Music is not good, DJ don’t even looking around if people dancing/moving. Employee in entrance not polite, unfriendly. Only Bar tenders and waitresses are nice.",1,1/2/2026,1/3/2023,Drinks & Alcohol,30
"One star for a view! Music is not good, DJ don’t even looking around if people dancing/moving. Employee in entrance not polite, unfriendly. Only Bar tenders and waitresses are nice.",1,1/2/2026,1/3/2023,Crowd & Atmosphere,30
"One star for a view! Music is not good, DJ don’t even looking around if people dancing/moving. Employee in entrance not polite, unfriendly. Only Bar tenders and waitresses are nice.",1,1/2/2026,1/3/2023,Service & Staff,30
"Perfect spot for a nightcap, cocktails and drinks if you want to also lose yourself in the eclectic decor surrounding this interesting watering hole in Taipei. Cocktails at the bar outside on Level 9 seemed a tad bit below par. Bar inside …",5,1/2/2026,1/4/2019,Drinks & Alcohol,43
"Great atmosphere...good drinks and good crowd (I have only been here on weekends). Staff’s presence is over/shadowed by crowds and they do get your drinks, correctly. Fun place to be.",3,1/2/2026,1/4/2020,Drinks & Alcohol,30
"Great atmosphere...good drinks and good crowd (I have only been here on weekends). Staff’s presence is over/shadowed by crowds and they do get your drinks, correctly. Fun place to be.",3,1/2/2026,1/4/2020,Crowd & Atmosphere,30
"Great atmosphere...good drinks and good crowd (I have only been here on weekends). Staff’s presence is over/shadowed by crowds and they do get your drinks, correctly. Fun place to be.",3,1/2/2026,1/4/2020,Service & Staff,30
"Great atmosphere...good drinks and good crowd (I have only been here on weekends). Staff’s presence is over/shadowed by crowds and they do get your drinks, correctly. Fun place to be.",3,1/2/2026,1/4/2020,Facilities & Safety,30
"What a great atmosphere in this bar! The viewpoint is crazy, drinks are expensive but tasty, people are nice. I would recommend to anyone",5,1/2/2026,1/3/2024,Drinks & Alcohol,24
"What a great atmosphere in this bar! The viewpoint is crazy, drinks are expensive but tasty, people are nice. I would recommend to anyone",5,1/2/2026,1/3/2024,Crowd & Atmosphere,24
"What a great atmosphere in this bar! The viewpoint is crazy, drinks are expensive but tasty, people are nice. I would recommend to anyone",5,1/2/2026,1/3/2024,Price & Entry,24
Feel the pulse of the nightlife in Taipei here! Good variety of drinks. Many sections to cater to different crowds. The view outside is not to be missed,5,1/2/2026,1/3/2021,Drinks & Alcohol,28
Feel the pulse of the nightlife in Taipei here! Good variety of drinks. Many sections to cater to different crowds. The view outside is not to be missed,5,1/2/2026,1/3/2021,Crowd & Atmosphere,28
"Outdoor area is good. Music not too loud, win is ok not too strong. Overall the atmosphere is good for a group if people, kind a cozy.",4,1/2/2026,1/4/2020,Music & DJ,27
"Outdoor area is good. Music not too loud, win is ok not too strong. Overall the atmosphere is good for a group if people, kind a cozy.",4,1/2/2026,1/4/2020,Drinks & Alcohol,27
"Outdoor area is good. Music not too loud, win is ok not too strong. Overall the atmosphere is good for a group if people, kind a cozy.",4,1/2/2026,1/4/2020,Crowd & Atmosphere,27
"Outdoor area is good. Music not too loud, win is ok not too strong. Overall the atmosphere is good for a group if people, kind a cozy.",4,1/2/2026,1/4/2020,Service & Staff,27
"What a fun place, Roof top in front of the tower 101, good vibes. In addition food prices are reasonable.  For me the view  of the city by night is so good, with the music done by DJ, ""Le Quif""",5,1/2/2026,1/4/2020,Music & DJ,40
"What a fun place, Roof top in front of the tower 101, good vibes. In addition food prices are reasonable.  For me the view  of the city by night is so good, with the music done by DJ, ""Le Quif""",5,1/2/2026,1/4/2020,Crowd & Atmosphere,40
"What a fun place, Roof top in front of the tower 101, good vibes. In addition food prices are reasonable.  For me the view  of the city by night is so good, with the music done by DJ, ""Le Quif""",5,1/2/2026,1/4/2020,Service & Staff,40
"What a fun place, Roof top in front of the tower 101, good vibes. In addition food prices are reasonable.  For me the view  of the city by night is so good, with the music done by DJ, ""Le Quif""",5,1/2/2026,1/4/2020,Price & Entry,40
"What a fun place, Roof top in front of the tower 101, good vibes. In addition food prices are reasonable.  For me the view  of the city by night is so good, with the music done by DJ, ""Le Quif""",5,1/2/2026,1/4/2020,Facilities & Safety,40
Ridiculous. Don't waste your money. 不要把你的錢浪費在這個糟糕的地方 非常不友善的服務 …,1,1/2/2026,1/4/2018,Price & Entry,8
"Unbelievably terrible !!!! A security guard did a physical bag search without my permission, I brought my personal  feminine hygiene supplies, but the male security wanted …",1,1/2/2026,1/3/2023,Service & Staff,27
Very chill place. Intended to go club AI but friend choose to stay here instead,5,1/2/2026,1/3/2024,Facilities & Safety,15
"Worst experience we had in Taipei. Very rude staff. We left before we even ordered our first drink because we felt so uncomfortable. Bad music. Bad selection of drinks. The view is nice, but you can find that anywhere else.",1,1/2/2026,1/4/2019,Music & DJ,40
"Worst experience we had in Taipei. Very rude staff. We left before we even ordered our first drink because we felt so uncomfortable. Bad music. Bad selection of drinks. The view is nice, but you can find that anywhere else.",1,1/2/2026,1/4/2019,Drinks & Alcohol,40
"Worst experience we had in Taipei. Very rude staff. We left before we even ordered our first drink because we felt so uncomfortable. Bad music. Bad selection of drinks. The view is nice, but you can find that anywhere else.",1,1/2/2026,1/4/2019,Service & Staff,40
Worst Experience in TAIWAN the bartender(a woman)  and bar staff are very rude. …,1,1/2/2026,1/4/2018,Drinks & Alcohol,14
Worst Experience in TAIWAN the bartender(a woman)  and bar staff are very rude. …,1,1/2/2026,1/4/2018,Service & Staff,14
"They say it's a lounge but we got there and they wouldn't let us ""lounge"" (no seating unless you pay. Also they don't open in the afternoon so that pic is misleading.",1,1/2/2026,1/3/2024,Price & Entry,32
"What a fun place! Great service, Upbeat music, awesome view. Ideal for people who don't want hardcore clubbing on the weekends and still have fun drinking and partying",5,1/2/2026,1/4/2020,Music & DJ,28
