review_text,rating,scrape_date,review_date,category,word_count
Great music n drinks,5,1/2/2026,1/4/2019,Drinks & Alcohol,4
"Nice place for hangout, drink and part",5,1/2/2026,1/4/2019,Drinks & Alcohol,7
"Nice place for hangout, drink and part",5,1/2/2026,1/4/2019,Facilities & Safety,7
sunday vibe is always good..,5,1/2/2026,1/4/2020,Crowd & Atmosphere,5
Fun night out,5,1/2/2026,5/7/2025,Crowd & Atmosphere,3
Expensive liquors but great music,5,1/2/2026,1/4/2019,Music & DJ,5
Expensive liquors but great music,5,1/2/2026,1/4/2019,Price & Entry,5
My favorite place to relax 🥰🥰🥰📍📍📍📍💛 …,5,1/2/2026,1/3/2023,Facilities & Safety,7
Nice place. A bit nurdy,5,1/2/2026,1/4/2020,Facilities & Safety,5
"Good music, budget price..",5,1/2/2026,1/4/2020,Music & DJ,4
"Good music, budget price..",5,1/2/2026,1/4/2020,Service & Staff,4
"Good music, budget price..",5,1/2/2026,1/4/2020,Price & Entry,4
Free drink and fun,5,1/2/2026,1/4/2019,Drinks & Alcohol,4
Free drink and fun,5,1/2/2026,1/4/2019,Crowd & Atmosphere,4
Free drink and fun,5,1/2/2026,1/4/2019,Price & Entry,4
Nice place,5,1/2/2026,1/4/2020,Facilities & Safety,2
"I've been here two or three times already. The flow of people here is much better than at Ruff. The MCs are incredibly engaging and dedicated, and they don't disappear. After 12, everyone crowds onto the dance floor, and dancers start …",5,1/2/2026,12/3/2025,Crowd & Atmosphere,42
"Went on Saturday, 500NTD for women, free drinks all night, or 10,000NT for a table. The liquor was delicious, I woke up with no headache or hangover, the bathroom was nice and clean, awesome! 10 10 10 10 10 😂😂 …",5,1/2/2026,10/4/2025,Drinks & Alcohol,41
"Went on Saturday, 500NTD for women, free drinks all night, or 10,000NT for a table. The liquor was delicious, I woke up with no headache or hangover, the bathroom was nice and clean, awesome! 10 10 10 10 10 😂😂 …",5,1/2/2026,10/4/2025,Price & Entry,41
"Went on Saturday, 500NTD for women, free drinks all night, or 10,000NT for a table. The liquor was delicious, I woke up with no headache or hangover, the bathroom was nice and clean, awesome! 10 10 10 10 10 😂😂 …",5,1/2/2026,10/4/2025,Facilities & Safety,41
"The public relations attitude is very good, there are many foreigners, pure European and American songs 🎵, foreigners are relatively open, it is a great experience. …",5,1/2/2026,10/4/2025,Music & DJ,27
"The public relations attitude is very good, there are many foreigners, pure European and American songs 🎵, foreigners are relatively open, it is a great experience. …",5,1/2/2026,10/4/2025,Service & Staff,27
"They often have famous DJs, which is great. The drinks are quite strong and good. The view from the second floor is just okay.",5,1/2/2026,10/4/2025,Music & DJ,24
"They often have famous DJs, which is great. The drinks are quite strong and good. The view from the second floor is just okay.",5,1/2/2026,10/4/2025,Drinks & Alcohol,24
"Wave's lighting equipment is really amazing, the sound quality is also great, I like the music style, and the resident DJs are all young and talented! MC and Dancer are very good at creating an atmosphere, and reservations must be made …",5,1/2/2026,8/5/2025,Music & DJ,42
"Wave's lighting equipment is really amazing, the sound quality is also great, I like the music style, and the resident DJs are all young and talented! MC and Dancer are very good at creating an atmosphere, and reservations must be made …",5,1/2/2026,8/5/2025,Crowd & Atmosphere,42
"I went to Wave Club in Taiwan! The entrance is NT$800, and I think drinks are all-you-can-drink (?), but you have to queue at the counter for quite a while. However, if you order directly at …",5,1/2/2026,6/6/2025,Drinks & Alcohol,37
"My first time getting manga-style eyelashes ❤️ After the procedure, there was no stinging, tingling, or excessive feeling of foreign matter. The eyelash technician also gave me advice and recommendations. There were also tons of styles to choose from! 😆 …",5,1/2/2026,12/3/2025,Service & Staff,41
"Good wine, friendly and enthusiastic staff.",5,1/2/2026,12/3/2025,Drinks & Alcohol,6
"Good wine, friendly and enthusiastic staff.",5,1/2/2026,12/3/2025,Service & Staff,6
"I have a good feeling about this nightclub, but why is the cleaning fee so high? Hasn't it always been 500? And since you didn't warn me the first time, I didn't take it seriously. But how come the second time it suddenly went up to 1000? I …",5,1/2/2026,9/4/2025,Facilities & Safety,49
You only live once.  I still love music and alcohol. …,5,1/2/2026,11/3/2025,Music & DJ,11
You only live once.  I still love music and alcohol. …,5,1/2/2026,11/3/2025,Drinks & Alcohol,11
Arrive at 10:30 on the day. 500 boys and free admission for girls. Bartending🍸 and Budweiser beer🍻. All-you-can-drink bar. You can also order and provide non-alcoholic drinks. You need to bring your ID card or passport with Thais on the …,5,1/2/2026,1/3/2024,Drinks & Alcohol,41
Arrive at 10:30 on the day. 500 boys and free admission for girls. Bartending🍸 and Budweiser beer🍻. All-you-can-drink bar. You can also order and provide non-alcoholic drinks. You need to bring your ID card or passport with Thais on the …,5,1/2/2026,1/3/2024,Service & Staff,41
Arrive at 10:30 on the day. 500 boys and free admission for girls. Bartending🍸 and Budweiser beer🍻. All-you-can-drink bar. You can also order and provide non-alcoholic drinks. You need to bring your ID card or passport with Thais on the …,5,1/2/2026,1/3/2024,Price & Entry,41
"On 10/9, the theme was Kpop. It was very exciting. There were a lot of people. Most of them were students. At 22:40, the line outside was several dozen meters long.",5,1/2/2026,1/3/2024,Music & DJ,31
"On 10/9, the theme was Kpop. It was very exciting. There were a lot of people. Most of them were students. At 22:40, the line outside was several dozen meters long.",5,1/2/2026,1/3/2024,Crowd & Atmosphere,31
The entrance speed is very fast! ! ! ! This is very important!   It was not renovated 6 years ago and the space felt very big! The …,5,1/2/2026,1/3/2022,Crowd & Atmosphere,28
The entrance speed is very fast! ! ! ! This is very important!   It was not renovated 6 years ago and the space felt very big! The …,5,1/2/2026,1/3/2022,Facilities & Safety,28
"The lighting effects are dazzling. The layout is clear, and the service is excellent. The cocktails are also very delicious (highly recommended). The music quality is great 👍🏻 not so loud as to cause temporary tinnitus. …",5,1/2/2026,1/3/2024,Music & DJ,37
"The lighting effects are dazzling. The layout is clear, and the service is excellent. The cocktails are also very delicious (highly recommended). The music quality is great 👍🏻 not so loud as to cause temporary tinnitus. …",5,1/2/2026,1/3/2024,Drinks & Alcohol,37
"The lighting effects are dazzling. The layout is clear, and the service is excellent. The cocktails are also very delicious (highly recommended). The music quality is great 👍🏻 not so loud as to cause temporary tinnitus. …",5,1/2/2026,1/3/2024,Service & Staff,37
I want to get high!  Atmosphere: ⭐️⭐️⭐️⭐️⭐️ …,5,1/2/2026,1/3/2021,Crowd & Atmosphere,8
